t,neuron
215.558,7550
215.585,5700
215.704,2100
215.705,9450
215.718,5200
215.849,5800
215.902,8550
216.726,2800
217.332,6700
217.758,7250
217.973,6800
218.139,1050
218.291,5350
218.432,9500
218.658,550
219.094,5450
219.272,7700
219.581,5400
219.633,3600
219.667,1150
219.681,4750
219.746,2500
219.747,1900
220.066,9050
220.284,6300
220.432,100
220.57,3650
220.617,6500
220.629,5100
220.622,5650
220.632,6450
220.963,2550
220.992,7450
221.039,1750
221.039,4000
221.073,2050
221.193,4650
221.226,1100
221.291,9300
221.326,8800
221.392,2700
221.77,6100
221.883,8750
221.89,8450
221.944,6750
222.029,7900
222.104,7050
222.223,1250
223.393,200
223.848,3050
224.039,4500
224.225,7850
224.247,1400
224.59,8600
225.055,5750
225.089,5900
225.461,1800
225.414,5150
225.586,5000
225.774,4850
225.993,6550
226.025,4450
226.211,7550
226.231,150
226.294,9800
226.277,1350
226.31,8900
226.377,4950
226.382,400
226.436,8000
226.451,5650
226.834,8400
226.928,6900
226.896,2950
226.936,8550
226.98,50
227.039,4400
227.024,750
227.05,9700
227.225,9150
227.311,3200
227.509,350
227.607,9850
227.726,2350
227.752,8250
227.817,7950
227.844,6950
227.845,4350
227.86,7000
227.881,2200
227.951,2850
227.972,5600
228.023,1300
228.129,4600
228.2,7650
228.439,5200
228.745,2300
228.834,3000
228.935,2650
229.133,7600
229.277,500
229.415,2900
229.502,9100
229.537,2750
229.761,5950
229.992,1000
230.09,3300
230.118,6100
230.17,1250
230.427,8050
230.487,7800
230.556,5850
230.62,9050
230.87,1600
